5786,https://github.com/rubin9family/newsletters/blob/2d5238a4abe5633e5df03a6e97e78c48727420b0/5786/5786directory.csv﻿
5785,https://github.com/rubin9family/newsletters/blob/953e02a05a63da6fff2128dc3c5803235d647fdc/5785/5785directory.csv
Yom Tov,https://github.com/rubin9family/newsletters/blob/93859bea1dd6ac040681608142b9a8cbec8ca3d4/Yom%20Tov/yomtovdirectory.csv
