5785 Sukkos 1st Days,https://raw.githubusercontent.com/rubin9family/newsletters/main/Yom%20Tov/Sukkos/5785%20Sukkos%201st%20Days.pdf
5785 Pesach 2nd Days,https://raw.githubusercontent.com/rubin9family/newsletters/main/Yom%20Tov/Pesach/5785%20Pesach%202nd%20Days.pdf﻿
5785 Shavuos,https://raw.githubusercontent.com/rubin9family/newsletters/main/Yom%20Tov/Shavuos/5785%20Shavuos.pdf
5786 Pesach 2nd Days,https://raw.githubusercontent.com/rubin9family/newsletters/main/Yom%20Tov/Pesach/5786%20Pesach%202nd%20Days.pdf
5786 Shavuos,https://raw.githubusercontent.com/rubin9family/newsletters/main/Yom%20Tov/Shavuos/5786%20Shavuos.pdf
